Data;MÊS;Código;Produto;Peças Recebidas com Defeito;Lote;Fábrica Origem;Transportadora;Valor unitario;Valor total;Categoria;;
43855;JAN;37166;Produto N;407;T351TA;Fábrica Sudeste;Vai e Vêm;5,09;2071,63;CREMES;;
43855;JAN;71594;Produto C;31;T153B;Fábrica Sudeste;Gavião;3,68;114,08;GIFT;;
43855;JAN;34905;Produto H;6;BU015;Fábrica Nordeste;Flash;3,15;18,9;CREMES;;
43855;JAN;58880;Produto L;97;T337;Fábrica Sudeste;Del Monte;1,87;181,39;HIDRO;;
43855;JAN;38309;Produto W;71;U003;Fábrica Nordeste;Rapidex;8,27;587,17;TERCEIROS;;
43857;JAN;70428;Produto O;426;U017;Fábrica Sudeste;Rapidex;6,61;2815,86;CREMES;;
43857;JAN;71644;Produto J;373;BT287;Fábrica Nordeste;Vai e Vêm;2,68;999,64;HIDRO;;
43857;JAN;38309;Produto W;485;BU010;Fábrica Nordeste;Gavião;2,74;1328,9;CREMES;;
43857;JAN;70118;Produto T;300;U013;Fábrica Nordeste;Del Monte;1,8;540;MAKE;;
43857;JAN;73791;Produto B;295;T113B;Fábrica Sudeste;Novo Horizonte;3,66;1079,7;HIDRO;;
43857;JAN;46609;Produto Q;248;T359TC;Fábrica Sudeste;Flash;16,05;3980,4;MAKE;;
43857;JAN;37166;Produto N;476;T329;Fábrica Sudeste;Flash;4,36;2075,36;TERCEIROS;;
43857;JAN;30581;Produto M;363;bt143;Fábrica Sudeste;Rapidex;3,06;1110,78;MAKE;;
43857;JAN;79267;Produto X;455;BT352;Fábrica Sudeste;Del Monte;4,49;2042,95;MAKE;;
43857;JAN;44847;Produto P;195;BU009A;Fábrica Nordeste;Del Monte;3,66;713,7;HIDRO;;
43857;JAN;34344;Produto Y;148;T251;Fábrica Nordeste;Novo Horizonte;5,88;870,24;CREMES;;
43857;JAN;44847;Produto P;161;BU016;Fábrica Sudeste;Vai e Vêm;6,77;1089,97;HIDRO;;
43857;JAN;38309;Produto W;171;T247TL;Fábrica Sudeste;Del Monte;3,6;615,6;MAKE;;
43857;JAN;73791;Produto B;432;T355BT;Fábrica Nordeste;Flash;5,49;2371,68;MAKE;;
43857;JAN;34905;Produto H;130;U016;Fábrica Nordeste;Rapidex;7,12;925,6;GIFT;;
43857;JAN;41763;Produto I;216;U018;Fábrica Nordeste;Flash;9,02;1948,32;HIDRO;;
43857;JAN;73791;Produto B;269;T113;Fábrica Sudeste;Vai e Vêm;7,89;2122,41;CREMES;;
43857;JAN;71594;Produto C;240;BU004;Fábrica Sudeste;Vai e Vêm;5,3;1272;HIDRO;;
43857;JAN;38309;Produto W;43;BU010;Fábrica Nordeste;Gavião;4,6;197,8;TERCEIROS;;
43857;JAN;41460;Produto E;210;T329ATA;Fábrica Nordeste;Flash;4,35;913,5;MAKE;;
43857;JAN;36379;Produto G;353;U008TA;Fábrica Nordeste;Novo Horizonte;4,87;1719,11;TERCEIROS;;
43857;JAN;29670;Produto D;241;T345T;Fábrica Sudeste;Novo Horizonte;5,03;1212,23;CREMES;;
43857;JAN;70428;Produto O;408;t294ta;Fábrica Nordeste;Vai e Vêm;5,09;2076,72;MAKE;;
43858;JAN;70428;Produto O;297;U009;Fábrica Nordeste;Vai e Vêm;9,51;2824,47;GIFT;;
43858;JAN;49060;Produto A;325;BT347;Fábrica Sudeste;Rapidex;10,29;3344,25;GIFT;;
43858;JAN;49060;Produto A;34;T332;Fábrica Nordeste;Del Monte;4,16;141,44;MAKE;;
43858;JAN;38309;Produto W;409;T113B;Fábrica Nordeste;Del Monte;3,68;1505,12;TERCEIROS;;
43858;JAN;49060;Produto A;426;T336;Fábrica Nordeste;Novo Horizonte;5,36;2283,36;CREMES;;
43858;JAN;34344;Produto Y;398;T308;Fábrica Nordeste;Rapidex;7,29;2901,42;GIFT;;
43858;JAN;46609;Produto Q;120;T351;Fábrica Nordeste;Gavião;11,22;1346,4;CREMES;;
43859;JAN;38309;Produto W;143;T113B;Fábrica Sudeste;Gavião;3,68;526,24;TERCEIROS;;
43859;JAN;49060;Produto A;302;T339;Fábrica Nordeste;Vai e Vêm;8,24;2488,48;HIDRO;;
43859;JAN;41460;Produto E;202;T350TL;Fábrica Nordeste;Novo Horizonte;4,86;981,72;CREMES;;
43859;JAN;34905;Produto H;330;T350TL;Fábrica Sudeste;Gavião;4,86;1603,8;GIFT;;
43859;JAN;58880;Produto L;66;BT339;Fábrica Nordeste;Vai e Vêm;8,54;563,64;MAKE;;
43859;JAN;71644;Produto J;284;T355BT;Fábrica Nordeste;Gavião;5,49;1559,16;GIFT;;
43859;JAN;73791;Produto B;11;T346;Fábrica Nordeste;Flash;0,41;4,51;TERCEIROS;;
43859;JAN;46609;Produto Q;470;BU013;Fábrica Sudeste;Flash;5,09;2392,3;MAKE;;
43859;JAN;49060;Produto A;302;T345TA;Fábrica Nordeste;Rapidex;5,03;1519,06;MAKE;;
43859;JAN;70118;Produto T;147;U010;Fábrica Sudeste;Flash;4,36;640,92;MAKE;;
43859;JAN;46609;Produto Q;113;BU002;Fábrica Nordeste;Gavião;3,74;422,62;CREMES;;
43859;JAN;34344;Produto Y;122;BT330;Fábrica Sudeste;Gavião;3,75;457,5;CREMES;;
43859;JAN;46609;Produto Q;244;BU016;Fábrica Nordeste;Rapidex;6,77;1651,88;HIDRO;;
43859;JAN;36379;Produto G;94;BT068;Fábrica Nordeste;Del Monte;3,06;287,64;GIFT;;
43859;JAN;39682;Produto K;455;BT327A;Fábrica Sudeste;Novo Horizonte;2,42;1101,1;CREMES;;
43859;JAN;37166;Produto N;131;BT361;Fábrica Sudeste;Rapidex;2,76;361,56;TERCEIROS;;
43859;JAN;49060;Produto A;142;BT364;Fábrica Nordeste;Vai e Vêm;9,49;1347,58;GIFT;;
43859;JAN;58880;Produto L;107;BU013;Fábrica Nordeste;Flash;13,33;1426,31;CREMES;;
43859;JAN;36379;Produto G;364;T278;Fábrica Sudeste;Gavião;15,93;5798,52;CREMES;;
43859;JAN;41460;Produto E;137;T311;Fábrica Sudeste;Vai e Vêm;3,16;432,92;GIFT;;
43859;JAN;73791;Produto B;76;BA23R;Fábrica Nordeste;Flash;7,16;544,16;GIFT;;
43859;JAN;41460;Produto E;160;T179TR;Fábrica Nordeste;Flash;2,42;387,2;CREMES;;
43859;JAN;30581;Produto M;465;T328;Fábrica Nordeste;Gavião;8,67;4031,55;TERCEIROS;;
43859;JAN;34344;Produto Y;137;U015;Fábrica Sudeste;Flash;3,03;415,11;GIFT;;
43859;JAN;65472;Produto U;140;T345;Fábrica Sudeste;Rapidex;2,85;399;CREMES;;
43859;JAN;71644;Produto J;153;T192TO;Fábrica Nordeste;Novo Horizonte;0,99;151,47;CREMES;;
43857;JAN;71594;Produto C;460;T353;Fábrica Sudeste;Novo Horizonte;14,15;6509;CREMES;;
43857;JAN;36379;Produto G;19;BU016A;Fábrica Nordeste;Novo Horizonte;6,77;128,63;MAKE;;
43857;JAN;59587;Produto S;450;BT347;Fábrica Nordeste;Rapidex;4,12;1854;GIFT;;
43857;JAN;46609;Produto Q;468;LU006;Fábrica Sudeste;Vai e Vêm;7,71;3608,28;HIDRO;;
43857;JAN;71594;Produto C;104;T334TO;Fábrica Nordeste;Flash;3,55;369,2;MAKE;;
43857;JAN;79267;Produto X;43;T352TL;Fábrica Nordeste;Novo Horizonte;4,86;208,98;TERCEIROS;;
43857;JAN;29670;Produto D;68;T344TA;Fábrica Sudeste;Gavião;5,02;341,36;CREMES;;
43857;JAN;41460;Produto E;184;T362;Fábrica Nordeste;Novo Horizonte;7,99;1470,16;MAKE;;
43857;JAN;49060;Produto A;378;T288A;Fábrica Sudeste;Del Monte;5,03;1901,34;GIFT;;
43857;JAN;37166;Produto N;409;BU016A;Fábrica Nordeste;Rapidex;6,77;2768,93;MAKE;;
43857;JAN;58880;Produto L;298;T339TL;Fábrica Sudeste;Del Monte;2,84;846,32;HIDRO;;
43857;JAN;71594;Produto C;228;BU030;Fábrica Nordeste;Vai e Vêm;13,33;3039,24;GIFT;;
43857;JAN;70118;Produto T;243;BT343;Fábrica Sudeste;Del Monte;3,11;755,73;HIDRO;;
43857;JAN;46609;Produto Q;326;BU013;Fábrica Sudeste;Del Monte;15,4;5020,4;GIFT;;
43857;JAN;37166;Produto N;432;BT362;Fábrica Sudeste;Rapidex;2,76;1192,32;MAKE;;
43857;JAN;70428;Produto O;173;BT362;Fábrica Nordeste;Del Monte;2,76;477,48;GIFT;;
43857;JAN;59587;Produto S;237;U007B;Fábrica Sudeste;Vai e Vêm;15,17;3595,29;TERCEIROS;;
43857;JAN;39682;Produto K;96;BT315;Fábrica Nordeste;Novo Horizonte;16,76;1608,96;MAKE;;
43858;JAN;49060;Produto A;475;T331TS;Fábrica Nordeste;Rapidex;5,85;2778,75;MAKE;;
43858;JAN;34344;Produto Y;361;BT352;Fábrica Nordeste;Rapidex;4,05;1462,05;CREMES;;
43858;JAN;70428;Produto O;52;U004;Fábrica Sudeste;Del Monte;10,78;560,56;TERCEIROS;;
43858;JAN;41460;Produto E;247;BU020;Fábrica Nordeste;Flash;4,65;1148,55;MAKE;;
43858;JAN;30581;Produto M;178;U018;Fábrica Nordeste;Del Monte;14,29;2543,62;MAKE;;
43858;JAN;58880;Produto L;322;T113B;Fábrica Nordeste;Vai e Vêm;3,68;1184,96;HIDRO;;
43858;JAN;30581;Produto M;189;T236TR;Fábrica Nordeste;Flash;2,6;491,4;HIDRO;;
43858;JAN;39682;Produto K;163;BT339;Fábrica Nordeste;Flash;8,54;1392,02;CREMES;;
43858;JAN;70428;Produto O;89;T113B;Fábrica Nordeste;Del Monte;3,68;327,52;TERCEIROS;;
43859;JAN;37166;Produto N;390;BT327A;Fábrica Sudeste;Del Monte;2,42;943,8;TERCEIROS;;
43859;JAN;30581;Produto M;173;T360A;Fábrica Sudeste;Gavião;4,9;847,7;GIFT;;
43859;JAN;29670;Produto D;162;BU008;Fábrica Sudeste;Flash;4,19;678,78;MAKE;;
43859;JAN;65472;Produto U;359;BT350;Fábrica Sudeste;Rapidex;1,7;610,3;MAKE;;
43859;JAN;48128;Produto F;75;U015A;Fábrica Nordeste;Del Monte;15,64;1173;MAKE;;
43859;JAN;59587;Produto S;179;BU016;Fábrica Sudeste;Rapidex;12,18;2180,22;HIDRO;;
43861;JAN;70428;Produto O;248;bt291p;Fábrica Nordeste;Flash;4,4;1091,2;TERCEIROS;;
43861;JAN;58880;Produto L;261;BT332;Fábrica Sudeste;Del Monte;1,62;422,82;HIDRO;;
43861;JAN;41763;Produto I;421;BT332;Fábrica Nordeste;Rapidex;6,28;2643,88;MAKE;;
43864;FEV;41460;Produto E;25;T350TR;Fábrica Sudeste;Novo Horizonte;4,86;121,5;GIFT;;
43864;FEV;41460;Produto E;453;T337;Fábrica Sudeste;Vai e Vêm;17,51;7932,03;MAKE;;
43864;FEV;46609;Produto Q;297;T270TL;Fábrica Sudeste;Flash;5,82;1728,54;MAKE;;
43864;FEV;71594;Produto C;168;BT266;Fábrica Nordeste;Gavião;3,05;512,4;CREMES;;
43864;FEV;41763;Produto I;92;BU010;Fábrica Sudeste;Gavião;2,72;250,24;HIDRO;;
43864;FEV;65472;Produto U;381;BT343;Fábrica Sudeste;Gavião;3,11;1184,91;HIDRO;;
43864;FEV;79267;Produto X;44;BT324;Fábrica Sudeste;Del Monte;2,82;124,08;HIDRO;;
43864;FEV;34905;Produto H;372;t326at;Fábrica Sudeste;Del Monte;5,36;1993,92;TERCEIROS;;
43864;FEV;48128;Produto F;169;BU015;Fábrica Nordeste;Vai e Vêm;6,06;1024,14;GIFT;;
43864;FEV;73791;Produto B;388;S291;Fábrica Nordeste;Gavião;8,74;3391,12;MAKE;;
43864;FEV;48128;Produto F;6;T281;Fábrica Sudeste;Gavião;8,52;51,12;GIFT;;
43864;FEV;65472;Produto U;179;T329;Fábrica Sudeste;Novo Horizonte;4,37;782,23;MAKE;;
43864;FEV;38309;Produto W;55;u0174t;Fábrica Nordeste;Flash;6,04;332,2;TERCEIROS;;
43864;FEV;49060;Produto A;218;T329AT;Fábrica Sudeste;Gavião;4,32;941,76;GIFT;;
43864;FEV;77891;Produto R;280;BU004;Fábrica Sudeste;Rapidex;3,09;865,2;TERCEIROS;;
43864;FEV;70428;Produto O;284;U015A;Fábrica Nordeste;Vai e Vêm;3,92;1113,28;MAKE;;
43864;FEV;71644;Produto J;81;T015;Fábrica Nordeste;Rapidex;3,19;258,39;HIDRO;;
43864;FEV;39682;Produto K;239;U015A;Fábrica Sudeste;Del Monte;15,64;3737,96;GIFT;;
43864;FEV;37166;Produto N;151;T329ATA;Fábrica Nordeste;Vai e Vêm;4,35;656,85;TERCEIROS;;
43864;FEV;59587;Produto S;77;T158TA;Fábrica Nordeste;Novo Horizonte;5,14;395,78;TERCEIROS;;
43864;FEV;70118;Produto T;217;T345T;Fábrica Nordeste;Novo Horizonte;5,03;1091,51;MAKE;;
43864;FEV;37166;Produto N;227;T338TL;Fábrica Sudeste;Vai e Vêm;3,23;733,21;HIDRO;;
43864;FEV;79267;Produto X;130;T295;Fábrica Sudeste;Rapidex;5,46;709,8;TERCEIROS;;
43864;FEV;49060;Produto A;201;BU004;Fábrica Nordeste;Flash;14,66;2946,66;HIDRO;;
43864;FEV;37166;Produto N;430;U007;Fábrica Nordeste;Vai e Vêm;29,35;12620,5;CREMES;;
43864;FEV;58880;Produto L;284;BT266;Fábrica Sudeste;Rapidex;3,05;866,2;TERCEIROS;;
43864;FEV;65472;Produto U;295;BU019;Fábrica Nordeste;Del Monte;4,6;1357;CREMES;;
43864;FEV;38309;Produto W;79;BU020;Fábrica Sudeste;Del Monte;6,74;532,46;HIDRO;;
43864;FEV;44452;Produto V;17;BU014;Fábrica Nordeste;Gavião;5,3;90,1;MAKE;;
43864;FEV;29670;Produto D;379;T113B;Fábrica Nordeste;Vai e Vêm;3,68;1394,72;TERCEIROS;;
43864;FEV;48128;Produto F;180;BT351;Fábrica Sudeste;Rapidex;1,65;297;HIDRO;;
43864;FEV;77891;Produto R;343;BU013;Fábrica Sudeste;Novo Horizonte;13,33;4572,19;HIDRO;;
43864;FEV;44847;Produto P;69;T283TL;Fábrica Sudeste;Vai e Vêm;5,72;394,68;TERCEIROS;;
43864;FEV;34344;Produto Y;314;T331TS;Fábrica Nordeste;Novo Horizonte;5,85;1836,9;CREMES;;
43864;FEV;44452;Produto V;325;BT306A;Fábrica Sudeste;Novo Horizonte;10,96;3562;MAKE;;
43864;FEV;77891;Produto R;444;BU022;Fábrica Nordeste;Novo Horizonte;10,75;4773;MAKE;;
43864;FEV;41763;Produto I;426;T391;Fábrica Nordeste;Flash;23,48;10002,48;GIFT;;
43864;FEV;70118;Produto T;96;T344TA;Fábrica Sudeste;Rapidex;5,02;481,92;HIDRO;;
43864;FEV;46609;Produto Q;348;T326TA;Fábrica Nordeste;Flash;7,57;2634,36;TERCEIROS;;
43864;FEV;41763;Produto I;112;BT350P;Fábrica Sudeste;Novo Horizonte;1,31;146,72;CREMES;;
43864;FEV;65472;Produto U;310;S053TC;Fábrica Nordeste;Rapidex;4,75;1472,5;TERCEIROS;;
43864;FEV;38309;Produto W;77;T336;Fábrica Nordeste;Flash;2,79;214,83;MAKE;;
43864;FEV;37166;Produto N;418;T329;Fábrica Nordeste;Del Monte;6,22;2599,96;CREMES;;
43864;FEV;48128;Produto F;196;T357;Fábrica Sudeste;Gavião;2,73;535,08;HIDRO;;
43864;FEV;41763;Produto I;190;BU014;Fábrica Sudeste;Del Monte;5,3;1007;HIDRO;;
43864;FEV;41460;Produto E;291;T337;Fábrica Nordeste;Gavião;17,51;5095,41;MAKE;;
43864;FEV;38309;Produto W;138;U013;Fábrica Sudeste;Vai e Vêm;5,98;825,24;GIFT;;
43864;FEV;44452;Produto V;418;BT266;Fábrica Nordeste;Del Monte;3,05;1274,9;GIFT;;
43864;FEV;41763;Produto I;150;BU016;Fábrica Sudeste;Flash;5,26;789;CREMES;;
43864;FEV;41460;Produto E;310;BU021;Fábrica Nordeste;Gavião;28,68;8890,8;CREMES;;
43864;FEV;73791;Produto B;358;BU020;Fábrica Sudeste;Vai e Vêm;4,65;1664,7;TERCEIROS;;
43864;FEV;49060;Produto A;409;BT264;Fábrica Sudeste;Flash;12,29;5026,61;TERCEIROS;;
43864;FEV;39682;Produto K;27;BU022;Fábrica Nordeste;Vai e Vêm;10,75;290,25;TERCEIROS;;
43864;FEV;58880;Produto L;368;BU011;Fábrica Nordeste;Rapidex;9,49;3492,32;HIDRO;;
43864;FEV;79267;Produto X;157;BU022;Fábrica Nordeste;Rapidex;10,75;1687,75;HIDRO;;
43864;FEV;58880;Produto L;57;BU015;Fábrica Nordeste;Del Monte;9,81;559,17;GIFT;;
43864;FEV;34905;Produto H;208;BT348;Fábrica Nordeste;Novo Horizonte;10,29;2140,32;GIFT;;
43864;FEV;41763;Produto I;246;U015A;Fábrica Nordeste;Del Monte;15,64;3847,44;GIFT;;
43864;FEV;58880;Produto L;306;U011;Fábrica Nordeste;Novo Horizonte;4,92;1505,52;HIDRO;;
43864;FEV;41460;Produto E;197;T326TA;Fábrica Sudeste;Rapidex;7,57;1491,29;GIFT;;
43864;FEV;44847;Produto P;300;T344;Fábrica Nordeste;Gavião;13,33;3999;CREMES;;
43864;FEV;44452;Produto V;88;T350;Fábrica Nordeste;Flash;4,77;419,76;TERCEIROS;;
43864;FEV;41460;Produto E;338;T288A;Fábrica Nordeste;Gavião;5,03;1700,14;MAKE;;
43864;FEV;37166;Produto N;213;T355;Fábrica Sudeste;Novo Horizonte;3,84;817,92;HIDRO;;
43864;FEV;73791;Produto B;416;U021TL;Fábrica Sudeste;Del Monte;2,49;1035,84;CREMES;;
43864;FEV;34905;Produto H;64;t270bt;Fábrica Sudeste;Novo Horizonte;1,52;97,28;TERCEIROS;;
43864;FEV;34344;Produto Y;168;bu014;Fábrica Nordeste;Novo Horizonte;5,3;890,4;CREMES;;
43864;FEV;36379;Produto G;70;BU010;Fábrica Sudeste;Vai e Vêm;12,43;870,1;GIFT;;
43864;FEV;41460;Produto E;73;T353;Fábrica Nordeste;Vai e Vêm;14,15;1032,95;CREMES;;
43864;FEV;58880;Produto L;62;t113b;Fábrica Nordeste;Rapidex;3,68;228,16;MAKE;;
43864;FEV;41460;Produto E;15;U017AT;Fábrica Nordeste;Vai e Vêm;6,04;90,6;MAKE;;
43864;FEV;71594;Produto C;60;T329ATA;Fábrica Sudeste;Gavião;4,35;261;GIFT;;
43864;FEV;30581;Produto M;257;T351;Fábrica Sudeste;Gavião;17,99;4623,43;MAKE;;
43864;FEV;70118;Produto T;225;U011;Fábrica Nordeste;Novo Horizonte;4,92;1107;GIFT;;
43864;FEV;38309;Produto W;124;T343;Fábrica Sudeste;Del Monte;10,33;1280,92;HIDRO;;
43864;FEV;58880;Produto L;448;U010;Fábrica Sudeste;Vai e Vêm;4,29;1921,92;TERCEIROS;;
43864;FEV;71644;Produto J;264;T323;Fábrica Sudeste;Vai e Vêm;2,34;617,76;GIFT;;
43864;FEV;29670;Produto D;17;R294;Fábrica Nordeste;Rapidex;6,18;105,06;HIDRO;;
43864;FEV;77891;Produto R;140;T309TA;Fábrica Nordeste;Vai e Vêm;5,06;708,4;CREMES;;
43864;FEV;41763;Produto I;96;BU013;Fábrica Nordeste;Rapidex;13,33;1279,68;MAKE;;
43864;FEV;71594;Produto C;336;T346ATL;Fábrica Nordeste;Gavião;6,01;2019,36;TERCEIROS;;
43864;FEV;44452;Produto V;181;BU022;Fábrica Sudeste;Del Monte;10,75;1945,75;TERCEIROS;;
43864;FEV;39682;Produto K;337;BT346;Fábrica Nordeste;Flash;13,73;4627,01;TERCEIROS;;
43864;FEV;36379;Produto G;442;T345TA;Fábrica Sudeste;Vai e Vêm;5,03;2223,26;CREMES;;
43864;FEV;58880;Produto L;206;BT352;Fábrica Sudeste;Gavião;4,05;834,3;CREMES;;
43864;FEV;79267;Produto X;301;BU013;Fábrica Nordeste;Vai e Vêm;13,33;4012,33;MAKE;;
43864;FEV;59587;Produto S;213;BT353;Fábrica Sudeste;Novo Horizonte;10,27;2187,51;CREMES;;
43864;FEV;46609;Produto Q;52;BT350;Fábrica Sudeste;Flash;12,17;632,84;TERCEIROS;;
43864;FEV;59587;Produto S;445;BU016;Fábrica Nordeste;Del Monte;5,26;2340,7;CREMES;;
43864;FEV;44452;Produto V;250;BU010;Fábrica Sudeste;Gavião;5,47;1367,5;MAKE;;
43864;FEV;65472;Produto U;3;T283TL;Fábrica Nordeste;Del Monte;5,72;17,16;CREMES;;
43864;FEV;58880;Produto L;122;BT350A;Fábrica Nordeste;Rapidex;4,02;490,44;HIDRO;;
43864;FEV;59587;Produto S;443;T352TL;Fábrica Sudeste;Flash;4,86;2152,98;TERCEIROS;;
43864;FEV;39682;Produto K;131;T317TL;Fábrica Nordeste;Vai e Vêm;5,93;776,83;CREMES;;
43864;FEV;41763;Produto I;187;T280TL;Fábrica Nordeste;Del Monte;1,79;334,73;HIDRO;;
43864;FEV;30581;Produto M;161;T343TA;Fábrica Sudeste;Novo Horizonte;3,95;635,95;TERCEIROS;;
43864;FEV;49060;Produto A;287;T309TA;Fábrica Nordeste;Flash;5,06;1452,22;CREMES;;
43864;FEV;65472;Produto U;180;T344;Fábrica Sudeste;Del Monte;2,44;439,2;GIFT;;
43864;FEV;38309;Produto W;252;U021TL;Fábrica Nordeste;Del Monte;2,49;627,48;CREMES;;
43864;FEV;71644;Produto J;357;U013;Fábrica Nordeste;Novo Horizonte;5,98;2134,86;HIDRO;;
43864;FEV;34344;Produto Y;10;T332TL;Fábrica Nordeste;Del Monte;4,06;40,6;HIDRO;;
43864;FEV;44452;Produto V;365;BU020;Fábrica Nordeste;Flash;4,65;1697,25;CREMES;;
43864;FEV;70428;Produto O;420;T303TL;Fábrica Nordeste;Gavião;2,84;1192,8;HIDRO;;
43864;FEV;70118;Produto T;192;T021;Fábrica Sudeste;Flash;11,33;2175,36;GIFT;;
43864;FEV;34905;Produto H;229;BU014;Fábrica Nordeste;Flash;5,3;1213,7;MAKE;;
43864;FEV;73791;Produto B;399;U008BT;Fábrica Sudeste;Vai e Vêm;6,18;2465,82;CREMES;;
43864;FEV;44452;Produto V;459;T247;Fábrica Nordeste;Vai e Vêm;13,79;6329,61;TERCEIROS;;
43864;FEV;38309;Produto W;140;U011;Fábrica Sudeste;Flash;3,08;431,2;HIDRO;;
43864;FEV;34344;Produto Y;72;T113B;Fábrica Nordeste;Novo Horizonte;3,68;264,96;MAKE;;
43864;FEV;39682;Produto K;285;T113B;Fábrica Sudeste;Rapidex;3,68;1048,8;CREMES;;
43864;FEV;73791;Produto B;203;T331TC;Fábrica Nordeste;Gavião;8,56;1737,68;TERCEIROS;;
43864;FEV;34344;Produto Y;351;T361;Fábrica Sudeste;Novo Horizonte;8,25;2895,75;TERCEIROS;;
43864;FEV;34344;Produto Y;366;T245;Fábrica Sudeste;Flash;7,07;2587,62;CREMES;;
43864;FEV;34905;Produto H;323;T322;Fábrica Sudeste;Flash;4,09;1321,07;CREMES;;
43864;FEV;79267;Produto X;257;BU011;Fábrica Nordeste;Del Monte;9,49;2438,93;MAKE;;
43865;FEV;46609;Produto Q;384;BU013;Fábrica Nordeste;Flash;5,09;1954,56;MAKE;;
43865;FEV;73791;Produto B;191;BU013;Fábrica Sudeste;Vai e Vêm;13,33;2546,03;TERCEIROS;;
43865;FEV;36379;Produto G;348;T344TA;Fábrica Nordeste;Vai e Vêm;5,02;1746,96;MAKE;;
43865;FEV;71594;Produto C;243;BU019;Fábrica Sudeste;Gavião;4,6;1117,8;HIDRO;;
43865;FEV;39682;Produto K;36;BU019;Fábrica Nordeste;Vai e Vêm;5,74;206,64;HIDRO;;
43865;FEV;70428;Produto O;436;BT347;Fábrica Sudeste;Vai e Vêm;4,12;1796,32;TERCEIROS;;
43865;FEV;70428;Produto O;40;BU014;Fábrica Sudeste;Rapidex;5,3;212;HIDRO;;
43865;FEV;70428;Produto O;153;T317;Fábrica Sudeste;Rapidex;3,16;483,48;GIFT;;
43865;FEV;36379;Produto G;267;BU020;Fábrica Sudeste;Del Monte;4,65;1241,55;MAKE;;
43865;FEV;34905;Produto H;38;BU008;Fábrica Nordeste;Rapidex;4,19;159,22;CREMES;;
43865;FEV;36379;Produto G;251;T226BT;Fábrica Sudeste;Novo Horizonte;4,56;1144,56;GIFT;;
43865;FEV;59587;Produto S;409;T353TL;Fábrica Sudeste;Gavião;4,86;1987,74;HIDRO;;
43865;FEV;39682;Produto K;376;bt343;Fábrica Sudeste;Novo Horizonte;3,11;1169,36;MAKE;;
43865;FEV;77891;Produto R;307;T345TA;Fábrica Sudeste;Novo Horizonte;5,09;1562,63;TERCEIROS;;
43865;FEV;65472;Produto U;71;T270BT;Fábrica Sudeste;Flash;1,52;107,92;GIFT;;
43865;FEV;73791;Produto B;294;t353;Fábrica Sudeste;Del Monte;5,39;1584,66;GIFT;;
43865;FEV;39682;Produto K;117;U021TL;Fábrica Sudeste;Gavião;2,49;291,33;GIFT;;
43865;FEV;41460;Produto E;105;U021TL;Fábrica Sudeste;Novo Horizonte;2,49;261,45;GIFT;;
43865;FEV;71594;Produto C;246;U027TL;Fábrica Nordeste;Flash;4,38;1077,48;CREMES;;
43866;FEV;41460;Produto E;319;u011bt;Fábrica Sudeste;Rapidex;4,6;1467,4;CREMES;;
43866;FEV;41460;Produto E;394;T354BT;Fábrica Nordeste;Vai e Vêm;4,33;1706,02;MAKE;;
43866;FEV;48128;Produto F;93;u008ta;Fábrica Nordeste;Vai e Vêm;4,87;452,91;MAKE;;
43866;FEV;48128;Produto F;103;BT339A;Fábrica Sudeste;Vai e Vêm;13,65;1405,95;MAKE;;
43866;FEV;73791;Produto B;321;T301;Fábrica Nordeste;Gavião;3,97;1274,37;HIDRO;;
43866;FEV;46609;Produto Q;39;BU008;Fábrica Sudeste;Gavião;4,19;163,41;HIDRO;;
43866;FEV;48128;Produto F;42;T212AT;Fábrica Sudeste;Vai e Vêm;4,88;204,96;GIFT;;
43865;FEV;48128;Produto F;389;BU017A;Fábrica Nordeste;Gavião;6,77;2633,53;MAKE;;
43865;FEV;58880;Produto L;276;BT343;Fábrica Sudeste;Del Monte;3,11;858,36;TERCEIROS;;
43865;FEV;59587;Produto S;24;T362;Fábrica Sudeste;Del Monte;10,07;241,68;CREMES;;
43865;FEV;46609;Produto Q;386;BU016;Fábrica Nordeste;Gavião;5,74;2215,64;HIDRO;;
43865;FEV;44452;Produto V;335;BU023;Fábrica Nordeste;Vai e Vêm;12,49;4184,15;TERCEIROS;;
43865;FEV;41460;Produto E;361;T319T;Fábrica Sudeste;Rapidex;24,28;8765,08;HIDRO;;
43865;FEV;73791;Produto B;418;U023;Fábrica Nordeste;Del Monte;11,09;4635,62;GIFT;;
43865;FEV;29670;Produto D;67;T331;Fábrica Sudeste;Del Monte;10,32;691,44;HIDRO;;
43865;FEV;41763;Produto I;166;T230;Fábrica Nordeste;Novo Horizonte;1,8;298,8;GIFT;;
43865;FEV;46609;Produto Q;39;BT360;Fábrica Nordeste;Rapidex;2,18;85,02;HIDRO;;
43865;FEV;73791;Produto B;16;T351T;Fábrica Sudeste;Novo Horizonte;1,68;26,88;GIFT;;
43865;FEV;44452;Produto V;66;T317;Fábrica Sudeste;Flash;2,24;147,84;CREMES;;
43865;FEV;65472;Produto U;340;T324;Fábrica Sudeste;Del Monte;2,23;758,2;HIDRO;;
43865;FEV;70118;Produto T;154;U006;Fábrica Sudeste;Flash;6,06;933,24;CREMES;;
43865;FEV;38309;Produto W;59;T275;Fábrica Nordeste;Del Monte;3,16;186,44;TERCEIROS;;
43865;FEV;70428;Produto O;387;T200TA;Fábrica Nordeste;Vai e Vêm;5,15;1993,05;GIFT;;
